Date	Workout	HeroWod
20110826	rest day	false
20110825	"""nancy""5 rounds for time of: 400 meter run 95 pound overhead squat, 15 reps"	true
20110824	five rounds for time of: 185 pound deadlift, 15 reps 15 toes to bar	false
20110823	five rounds for time of: 40 double-unders 30 box jumps, 24 inch box 20 kettlebell swings, 1.5 pood	false
20110822	rest day	false
20110821	shoulder press 5-5-5-5-5 reps	false
20110820	three rounds for time of:  12 muscle-ups 75 squats	false
20110819	"""isabel""for time: snatch 135 pounds, 30 repsuse 95 pounds, 65 pounds or broomstick as needed."	true
20110818	rest day	false
20110817	"""bradley""10 rounds for time of: sprint 100 meters 10 pull-ups sprint 100 meters 10 burpees rest 30 seconds"	true
20110816	run 5k	false
20110815	with a continuously running clock, do one pull-up and one handstand push-up the first minute, two pull-ups and two handstand push-ups the second minute, three pull-ups and three handstand push-ups the third minute... continuing as long as you are able. when you cannot complete the required number of reps for either exercise, continue only with the other as long as you are able.use as many sets in any order each minute as needed.	false
20110814	rest day	false
20110813	behind the neck jerk 1-1-1-1-1-1-1	false
20110812	"""gator""eight rounds for time of: 185 pound front squat, 5 reps 26 ring push-ups"	true
20110811	complete as many rounds as possible in 12 minutes of: 400 meter run 5 deadlifts	false
20110810	rest day	false
20110809	overhead squat 3-3-3-3-3 reps	false
20110808	four rounds for time of: row 500 meters rest 3 minutes	false
20110807	crossfit games masters chipperfor time: 10 handstand push-ups 20 wall ball shots, 20 pound ball to 10' target 30 toes-to-bar 40 power cleans, 135 pounds 50 burpees 60 sumo deadlift high-pull, 75 pounds	false
20110806	rest day	false
20110805	"crossfit games event 10for time: 20 calorie row 30 wallball shots, 20 pound ball 20 toes to bar 30 box jumps, 24"" box 20 sumo-deadlit high-pull, 108 pound kettlebell 30 burpees 20 shoulder to overhead, 135 pounds 120 foot sled pull, sled plus 165 pounds"	false
20110804	"crossfit games event 9complete as many reps as possible in 6 minutes of: 20 calorie row 30 wallball shots, 20 pound ball 20 toes to bar 30 box jumps, 24"" box 20 sumo-deadlit high-pull, 108 pound kettlebell 30 burpees 20 shoulder to overhead, 135 pounds 120 foot sled pull, sled plus 165 pounds"	false
20110803	"crossfit games event 8complete as many reps as possible in 3 minutes of: 20 calorie row 30 wallball shots, 20 pound ball 20 toes to bar 30 box jumps, 24"" box 20 sumo-deadlit high-pull, 108 pound kettlebell 30 burpees 20 shoulder to overhead, 135 pounds 120 foot sled pull, sled plus 165 pounds"	false
20110802	rest day	false
20110801	perform the following tests:l-sit for time. handstand walk for distance. chest to bar weighted pull-up for load. snatch 1 rep for load.	false
20110930	"""joshie""complete three rounds for time of: 40 pound dumbbell snatch, 21 reps, right arm 21 l pull-ups 40 pound dumbbell snatch, 21 reps, left arm 21 l pull-ups"	true
20110929	snatch 1-1-1-1-1-1-1 reps	false
20110928	"crossfit games event 10for time: 20 calorie row 30 wallball shots, 20 pound ball 20 toes to bar 30 box jumps, 24"" box 20 sumo-deadlit high-pull, 108 pound kettlebell 30 burpees 20 shoulder to overhead, 135 pounds 120 foot sled pull, sled plus 165 pounds"	false
20110927	rest day	false
20110926	"complete as many rounds as possible in 15 minutes of: 10 wall ball shots, 20 pound ball 10 toes to bar 10 box jumps, 24"" box"	false
20110925	deadlift 3-3-3-3-3 reps	false
20110924	"""santiago""seven rounds for time of: 35 pound dumbbell hang squat clean, 18 reps 18 pull-ups 135 pound power clean, 10 reps 10 handstand push-ups"	true
20110923	rest day	false
20110922	run 5k	false
20110921	for time: 5 muscle ups 245 pound deadlift, 10 reps 15 ghd sit-ups sprint 50 yards 5 muscle ups 245 pound deadlift, 10 reps 15 ghd sit-ups sprint 100 yards 5 muscle ups 245 pound deadlift, 10 reps 15 ghd sit-ups sprint 150 yards 5 muscle ups 245 pound deadlift, 10 reps 15 ghd sit-ups sprint 200 yards	false
20110920	"""lynne""five rounds for max reps of: body weight bench press pull-ups"	true
20110919	rest day	false
20110918	split jerk 1-1-1-1-1-1-1 reps	false
20110917	"""fight gone bad!""three rounds of: wall-ball, 20 pound ball, 10 ft target (reps) sumo deadlift high-pull, 75 pounds (reps) box jump, 20"" box (reps) push-press, 75 pounds (reps) row (calories)in this workout you move from each of five stations after a minute.the clock does not reset or stop between exercises. this is a five-minute round from which a one-minute break is allowed before repeating. on call of ""rotate"", the athletes must move to next station immediately for best score. one point is given for each rep, except on the rower where each calorie is one point."	true
20110916	five rounds for time of: 35 double-unders run 200 meters	false
20110915	rest day	false
20110914	for time: 15 foot rope climb, 5 ascents 145 pound clean and jerk, 5 reps 15 foot rope climb, 4 ascents 165 pound clean and jerk, 4 reps 15 foot rope climb, 3 ascents 185 pound clean and jerk, 3 reps 15 foot rope climb, 2 ascents 205 pound clean and jerk, 2 reps 15 foot rope climb, 1 ascent 225 pound clean and jerk, 1 rep	false
20110913	overhead squat 1-1-1-1-1 reps front squat 1-1-1-1-1 reps back squat 1-1-1-1-1 repstry to increase the load on each of the fifteen sets.	false
20110912	four rounds for time of: run 400 meters 95 pound thruster, 15 reps 15 pull-ups	false
20110911	rest day	false
20110910	"tabata ""bottom to bottom"" squat run 1 mileclock starts for run on rising from last squat.the tabata bottom to bottom squat is a tabata squat but each rep begins at the bottom and ends at the bottom. the turn around at the top is immediate - no pause. the ten-second rest for each interval is also held at the bottom of the squat as opposed to the top. interestingly, this squat, in contrast to the ""normal"" tabata squat, motivates full hip extension. also, the ten second rests don't seem as short with this protocol!"	false
20110909	resting 60 seconds between sets:  deadlift 2-2-2-2-2-2-2-2-2-2	false
20110908	for time: 25 walking lunge steps 20 pull-ups 50 box jumps, 20 inch box 20 double-unders 25 ring dips 20 knees to elbows 30 kettlebell swings, 2 pood 30 sit-ups 20 hang squat cleans, 35 pound dumbbells 25 back extensions 30 wall ball shots, 20 pound ball 3 rope climb ascents	false
20110907	rest day	false
20110906	thruster 3-3-3-3-3-3-3	false
20110905	"""meadows""for time: 20 muscle-ups 25 lowers from an inverted hang on the rings, slowly, with straight body and arms 30 ring handstand push-ups 35 ring rows 40 ring push-ups"	true
20110904	front squat 3-3-3-3-3 reps	false
20110903	rest day	false
20110902	15-12-9-6-3 reps for time of: 135 pound power clean bar-facing burpee	false
20110901	weighted pull-ups 3-3-3-3-3 reps	false
20111031	three rounds for time of:  95 pound overhead squat, 15 reps 15 l pull-ups 95 pound split-jerk, 15 reps 15 knees to elbows 95 pound hang clean, 15 reps 15 back extensions, with 25 pounds  hold 25 pound plate or dumbbell to chest for back extensions.	false
20111030	clean, 1 rep bench press, 1 rep overhead squat, 1 repclean is from the ground, power or squat.	false
20111029	rest day	false
20111028	"""tabata something else""complete 32 intervals of 20 seconds of work followed by ten seconds of rest where the first 8 intervals are pull-ups, the second 8 are push-ups, the third 8 intervals are sit-ups, and finally, the last 8 intervals are squats. there is no rest between exercises."	true
20111027	"""tabata fight gone bad""complete 40 intervals of 20 seconds of work followed by ten seconds of rest. perform 8 consecutive intervals of each of the following exercises:wall-ball 20 pound ball, 10 ft target. (reps) sumo deadlift high-pull 75 pounds (reps) box jump 20"" box (reps) push-press 75 pounds (reps) row (calories)there is no additional rest between exercises.each exercise is scored by the weakest number of reps (calories on the rower) in each of the eight intervals. the score is the total of the scores from the five stations."	true
20111026	complete as many rounds as possible in 20 minutes of: 3 wall climbs 10 up-downs 5 parallette pass-throughs (forward + back = 1) 10 grasshoppers (right + left = 1)for the wall climbs, toes and chest touch the ground to toes and chest touch the wall. for the up-downs, thighs touch the ground then stand up fully. for the pass-throughs, the hips open at the front and back. for the grasshoppers, the shin contacts the opposite forearm.	false
20111025	rest day	false
20111024	21-15 and 9 rep rounds of: left-arm kettlebell snatch, 1.5 pood right-arm kettlebell snatch, 1.5 pood pull-ups	false
20111023	"""bradshaw""10 rounds for time of: 3 handstand push-ups 225 pound deadlift, 6 reps 12 pull-ups 24 double-unders"	true
20111022	resting 60 seconds between sets:  press 2-2-2-2-2-2-2-2-2-2	false
20111021	rest day	false
20111020	ten rounds, each for time of: 100 meter sprint rest 90 seconds	false
20111019	2010 northwest regional event 1three rounds for time of: 135 pound overhead squat, 10 reps 50 double-unders	false
20111018	five rounds for time of: run 200 meters 7 muscle-ups run 200 meters 7 handstand push-ups run 200 meters 30 second l-sit hold run 200 meters 20 one legged squats	false
20111017	rest day	false
20111016	five rounds for time of: run 200 meters 20 pull-ups run 200 meters 20 push-ups run 200 meters 20 sit-ups run 200 meters 20 squats	false
20111015	five rounds for time of: 155 pound squat clean, 7 reps 14 kettlebell swings, 1.5 pood	false
20111014	deadlift 1-1-1-1-1-1-1 reps	false
20111013	rest day	false
20111012	complete as many rounds in 30 minutes as you can of: run 400 meters 10 l-pull-ups 15 back extension with 25 pound plate 20 sit-ups with 25 pound plate	false
20111011	front squat 2-2-2-2-2-2 reps	false
20111010	"""diane""21-15-9 reps of: 225 pound deadlift handstand push-ups"	true
20111009	rest day	false
20111008	"""cindy"" complete as many rounds in 20 minutes as you can of: 5 pull-ups 10 push-ups 15 squatsor""mary"" complete as many rounds in 20 minutes as you can of: 5 handstand push-ups 10 one legged squats, alternating 15 pull-ups"	true
20111007	tabata double-underthe tabata interval is 20 seconds of work followed by 10 seconds of rest for 8 intervals. tabata score is the least number of reps performed in any of the eight intervals.	false
20111006	run 800 meters 15 hang squat snatch run 800 meters 15 squat snatch from mid-thigh run 800 meters 15 squat snatch	false
20111005	rest day	false
20111004	muscle snatch 1-1-1-1-1 reps power snatch 3-3-3-3-3 reps snatch 5-5-5-5-5 reps	false
20111003	five rounds for time of: 6 handstand push-ups 12 chest-to-bar pull-ups 24 weighted walking lunges, 35 pound dumbbells	false
20111002	"""carse""21-18-15-12-9-6-3 reps for time of: 95 pound squat clean double-under 185 pound deadlift 24"" box jump begin each round with a 50 meter bear crawl."	true
20111001	rest day	false
20111130	rest day	false
20111129	five rounds for time of: 5 hanging ring extensions (right arm + left arm = 1) 5 forward rolls 5 backward rolls 45 pound sots press, 10 reps	false
20111128	225 pound deadlift, 21 reps handstand walk 21 meters 225 pound deadlift, 15 reps handstand walk 15 meters 225 pound deadlift, 9 reps handstand walk 9 meters	false
20111127	run 10 k	false
20111126	rest day	false
20111125	hang power snatch 3-3-3-3-3 reps	false
20111124	"""santora""three rounds for reps of: 155 pound squat cleans, 1 minute 20' shuttle sprints (20' forward + 20' backwards = 1 rep), 1 minute 245 pound deadlifts, 1 minute burpees, 1 minute 155 pound jerks, 1 minute rest 1 minute"	true
20111123	for time: 100 burpee pull-upsideally, the pull-up bar is one foot above your reach.	false
20111122	rest day	false
20111121	"""nutts""for time: 10 handstand push-ups 250 pound deadlift, 15 reps 25 box jumps, 30 inch box 50 pull-ups 100 wallball shots, 20 pounds, 10' 200 double-unders run 400 meters with a 45lb plate"	true
20111120	three rounds, 15-12-and 9 reps, for time of: 135 pound barbell thrusters 45 pound weighted pull-upsfor weighted pull-ups, placing a 45 pound dumbbell between the legs above crossed ankles works great.	false
20111119	"""michael""three rounds for time of: run 800 meters 50 back extensions 50 sit-ups"	true
20111118	rest day	false
20111117	snatch balance 1-1-1-1-1-1-1	false
20111116	three rounds for time of: run 800 meters rest 2 minutes	false
20111115	thruster 1-1-1-1-1-1-1 reps	false
20111114	rest day	false
20111113	"21-15-9 reps for time of: ghd wall ball, 10 pound ball wallball ""2-fer-1s"", 20 pound ball"	false
20111112	for time: row 500 meters 20 inch box jump, 50 reps push-ups, 50 reps sit-ups, 50 reps jumping pull-ups, 50 reps 50 back extension dips, 50 reps 1.5 pood turkish get-up, 20 reps, alternating arms	false
20111111	"""murph""for time: 1 mile run 100 pull-ups 200 push-ups 300 squats 1 mile runpartition the pull-ups, push-ups, and squats as needed. start and finish with a mile run. if you've got a twenty pound vest or body armor, wear it."	true
20111110	rest day	false
20111109	"""grace"" for time: 135 pound clean and jerk, 30 repsor""isabel"" for time: snatch 135 pounds, 30 repsuse 95 pounds, 65 pounds or broomstick as needed."	true
20111108	"""white""five rounds for time of: 15' rope climb, 3 ascents 10 toes to bar 21 walking lunge steps with 45lb plate held overhead run 400 meters"	true
20111107	three rounds for time of: 30 wallball shots, 20 pound ball (10.5 foot target) 75 pound squat snatches, 30 reps (movement initiates with barbell below the knees)	false
20111106	rest day	false
20111105	for time: row 300 meters 135 pound push press, 20 reps row 300 meters 135 pound push press, 15 reps row 300 meters 135 pound push press, 10 reps row 300 meters 135 pound push press, 5 reps	false
20111104	for time: 25 ghd sit-ups 1 muscle-up 20 ghd sit-ups 2 muscle-ups 15 ghd sit-ups 3 muscle-ups 10 ghd sit-ups 4 muscle-ups 5 ghd sit-ups 5 muscle-ups	false
20111103	seven rounds of: 35 double-unders 1 snatchmake one snatch attempt per round.	false
20111102	rest day	false
20111101	set a cone at 20 meters. five rounds for time of: 185 pound barbell overhead walk, 40 meters 30 wallball shots, 20 pound ball 95 pound barbells farmer carry, 40 metersthe barbells must be turned around the cone.	false
20111231	"""dae han""three rounds for time of: run 800 meters with a 45 pound barbell 15 foot rope climb, 3 ascents 135 pound thruster, 12 reps"	true
20111230	"""ricky""complete as many rounds as possible in 20 minutes of: 10 pull-ups 75 pound dumbbell deadlift, 5 reps 135 pound push-press, 8 reps"	true
20111229	"""hidalgo""for time: run 2 miles rest 2 minutes 135 pound squat clean, 20 reps 20 box jump, 24"" box 20 walking lunge steps with 45lb plate held overhead 20 box jump, 24"" box 135 pound squat clean, 20 reps rest 2 minutes run 2 milesif you've got a twenty pound vest or body armor, wear it."	true
20111228	rest day	false
20111227	five rounds for time of: 135 pound deadlift, 9 reps 135 pound hang power snatch, 6 reps 135 pound overhead squat, 3 reps	false
20111226	"complete as many rounds as possible in 20 minutes of: 18 box jumps, 24"" box 15 toes to bar 12 pull-ups"	false
20111225	front squat 2-2-2-2-2-2 reps	false
20111224	rest day	false
20111223	for time: 10 muscle-ups 75 pound push press, 100 reps row 1000 meters	false
20111222	for time: run 1000 meters 100 push-ups 135 pound snatch, 10 reps	false
20111221	21-15-9 reps for time of: 135 pound clean ghd sit-up	false
20111220	rest day	false
20111219	"""crossfit total""back squat, 1 rep shoulder press, 1 rep deadlift, 1 rep"	true
20111218	three rounds for time of: row 1000 meters run 800 meters	false
20111217	five rounds for time of: 20 pull-ups 30 kettlebell swings, 1.5 pood 40 double-unders	false
20111216	rest day	false
20111215	three rounds for time of: 7 muscle-ups 35 pound dumbbell thruster, 21 reps	false
20111214	deadlift 5-5-5-5-5 reps	false
20111213	three rounds for time of: 35 pound dumbbell squat snatch, 15 reps, right arm 15 ghd sit-ups 35 pound dumbbell squat snatch, 15 reps, left arm 15 toes to bar	false
20111212	rest day	false
20111211	seven rounds for time of: 205 pound clean, 3 reps 4 ring handstand push-ups	false
20111210	resting 60 seconds between sets:  bench press 2-2-2-2-2-2-2-2-2-2	false
20111209	complete as many rounds as you can in 20 minutes of: run 400 meters deadlift 155 pounds, 21 reps	false
20111208	rest day	false
20111207	"""wood""5 rounds for time of: run 400 meters 10 burpee box jumps, 24"" box 95 pound sumo-deadlift high-pull, 10 reps 95 pound thruster, 10 reps rest 1 minute"	true
20111206	back squat 3-3-3-3-3 reps	false
20111205	"""eva""five rounds for time of: run 800 meters 2 pood kettlebell swing, 30 reps 30 pull-ups"	true
20111204	rest day	false
20111203	complete as many rounds as possible in 20 minutes of: row 250 meters 25 push-ups	false
20111202	clean and jerk 1-1-1-1-1-1-1 reps	false
20111201	complete as many rounds as possible in 15 minutes of: 15 foot rope climb, 2 ascents 20 wall ball shots, 20 pound ball run 200 meters	false
20120131	"""tyler""five rounds for time of: 7 muscle-ups 95 pound sumo-deadlift high-pull, 21 reps"	true
20120130	clean and jerk 1-1-1-1-1-1-1 reps	false
20120129	rest day	false
20120128	"""desforges""five rounds for time of: 225 pound deadlift, 12 reps 20 pull-ups 135 pound clean and jerk, 12 reps 20 knees to elbows"	true
20120127	for time: 75 pound back squat, 50 reps 15 foot rope climb, 5 ascents 75 pound back squat, 40 reps 15 foot rope climb, 4 ascents 75 pound back squat, 30 reps 15 foot rope climb, 3 ascents 75 pound back squat, 20 reps 15 foot rope climb, 2 ascents 75 pound back squat, 10 reps 15 foot rope climb, 1 ascent	false
20120126	8 rounds of: run 400 meters rest 90 seconds	false
20120125	rest day	false
20120124	seven rounds for time of: 165 pound front squat, 7 reps 7 chest-to-bar pull-ups	false
20120123	resting 60 seconds between sets:  press 2-2-2-2-2-2-2-2-2-2	false
20120122	seven rounds for time of: 225 pound deadlift, 7 reps 7 l-pull-ups	false
20120121	rest day	false
20120120	three rounds for time of: row 1000 meters 45 pound thruster, 50 reps 30 pull-ups	false
20120119	"""elizabeth""21-15-9 reps of: clean 135 pounds ring dips"	true
20120118	split snatch 1-1-1-1-1-1-1 reps	false
20120117	rest day	false
20120116	five rounds for time of: 12 wallball shots, 20 pound ball 12 toes-to-bar	false
20120115	run 5k	false
20120114	"""tabata this!""tabata row rest 1 minute tabata squat rest 1 minute tabata pull-up rest 1 minute tabata push-up rest 1 minute tabata sit-upthe tabata interval is 20 seconds of work followed by 10 seconds of rest for 8 intervals. tabata score is the least number of reps performed in any of the eight intervals. unit for the row is ""calories""."	true
20120113	rest day	false
20120112	back squat 3-3-3-3-3 reps	false
20120111	for time: 50 box jump, 24 inch box 50 jumping pull-ups 50 kettlebell swings, 1 pood walking lunge, 50 steps 50 knees to elbows 50 push press, 45 pounds 50 back extensions 50 wall ball shots, 20 pound ball 50 burpees 50 double unders	false
20120110	"""nate""complete as many rounds in twenty minutes as you can of: 2 muscle-ups 4 handstand push-ups 8 2-pood kettlebell swings"	true
20120109	rest day	false
20120108	with a continuously running clock do one pull-up the first minute, two pull-ups the second minute, three pull-ups the third minute... continuing as long as you are able.use as many sets each minute as needed.	false
20120107	ten rounds for time of: 135 pound deadlift, 15 reps 15 push-ups	false
20120106	"""kelly""five rounds for time of: run 400 meters 30 box jump, 24 inch box 30 wall ball shots, 20 pound ball"	true
20120105	rest day	false
20120104	"""cindy"" complete as many rounds in 20 minutes as you can of: 5 pull-ups 10 push-ups 15 squatsor""mary"" complete as many rounds in 20 minutes as you can of: 5 handstand push-ups 10 one legged squats, alternating 15 pull-ups"	true
20120103	overhead squat 3-3-3-3-3 reps	false
20120102	"""fran""three rounds, 21-15- and 9 reps, for time of: 95 pound thruster pull-ups"	true
20120101	rest day	false
20120229	for time: 25 handstand push-ups 50 toes-to-bar run 800 meters 75 pound push press, 75 reps 150 double-unders	false
20120228	weighted pull-ups 1-1-1-1-1-1-1 reps	false
20120227	three rounds for time of: row 300 meters 20 wallball shots, 20 pound ball 10 pull-ups	false
20120226	rest day	false
20120225	"""zimmerman""complete as many rounds as possible in 25 minutes of: 11 chest-to-bar pull-ups 2 deadlifts, 315 pounds 10 handstand push-ups"	true
20120224	"""griff""for time: run 800 meters run 400 meters backwards run 800 meters run 400 meters backwards"	true
20120223	crossfit games open 12.1complete as many reps as possible in 7 minutes of: burpeesfor a downloadable pdf of the workout, click here.crossfit games open 12.1 workout instructions and demo - video [wmv] [mov] [hd mov]	false
20120222	rest day	false
20120221	clean, 1 rep bench press, 1 rep overhead squat, 1 repclean is from the ground, power or squat.	false
20120220	"""angie""for time: 100 pull-ups 100 push-ups 100 sit-ups 100 squats"	true
20120219	"""crossfit total""back squat, 1 rep shoulder press, 1 rep deadlift, 1 rep"	true
20120218	rest day	false
20120217	seven rounds for time of: 15 foot rope climb, 1 ascent 10 wallball shots, 20 pound ball 15 kettlebell swings, 1.5 poods 20 double-unders	false
20120216	21-15-9 reps for time of: 115 pound power clean 115 pound thruster	false
20120215	eight rounds for time of: 10 burpees 15 jumping alternating lunges 20 double-unders 25 yard shuttle sprint (5 x 5 yards) rest 90 seconds	false
20120214	rest day	false
20120213	front squat 3-3-3-3-3 reps	false
20120212	for time: row 2k 50 wall-ball shots, 20 pound ball row 1k 35 wall-ball shots, 20 pound ball row 500 meters 20 wall-ball shots, 20 pound ball	false
20120211	"""erin""five rounds for time of: 40 pound dumbbells split clean, 15 reps 21 pull-ups"	true
20120210	rest day	false
20120209	five rounds for time of: run 800 meters 9 muscle-ups	false
20120208	five rounds for time of: run 600 meters 95 pound squat clean thruster, 15 reps	false
20120207	five rounds for time of: run 400 meters 185 pound deadlift, 21 reps	false
20120206	rest day	false
20120205	complete as many rounds as possible in 15 minutes of: 135 pound push press, 7 reps 135 pound overhead squat, 10 reps 15 ghd sit-ups	false
20120204	"""rahoi""complete as many rounds as possible in 12 minutes of: 24 inch box jump, 12 reps 95 pound thruster, 6 reps 6 bar-facing burpees"	true
20120203	three rounds for time of: 275 pound deadlift, 10 reps 50 double-unders	false
20120202	rest day	false
20120201	for time: 30 handstand push-ups 40 pull-ups 50 kettlebell swings, 1.5 poods 60 sit-ups 70 burpees	false
20120331	thruster 3-3-3-3-3-3-3	false
20120330	"""barbara""five rounds, each for time of: 20 pull-ups 30 push-ups 40 sit-ups 50 squatsrest precisely three minutes between each round."	true
20120329	rest day	false
20120328	row 2k	false
20120327	"""del""for time: 25 burpees run 400 meters with a 20 pound medicine ball 25 weighted pull-ups with a 20 pound dumbbell run 400 meters with a 20 pound medicine ball 25 handstand push-ups run 400 meters with a 20 pound medicine ball 25 chest-to-bar pull-ups run 400 meters with a 20 pound medicine ball 25 burpees"	true
20120326	21-15-9 reps for time of: 225 pound back squat 2 pood kettlebell swing	false
20120325	rest day	false
20120324	overhead squat 3-3-3-3-3 reps	false
20120323	"""diane""21-15-9 reps of: 225 pound deadlift handstand push-ups"	true
20120322	crossfit games open 12.5complete as many reps as possible in 7 minutes of the following rep scheme: 100 pound thruster, 3 reps 3 chest to bar pull-ups  100 pound thruster, 6 reps 6 chest to bar pull-ups  100 pound thruster, 9 reps  9 chest to bar pull-ups  100 pound thruster, 12 reps 12 chest to bar pull-ups  100 pound thruster, 15 reps 15 chest to bar pull-ups  100 pound thruster, 18 reps  18 chest to bar pull-ups  100 pound thruster, 21 reps  21 chest to bar pull-ups...this is a timed workout. if you complete the round of 21, go on to 24. if you complete 24, go on to 27, etc.for a downloadable pdf of the workout, click here.crossfit games open 12.5 workout instructions - video [wmv] [mov] [hd mov]	false
20120321	rest day	false
20120320	9-6-3 reps for time of: 165 pound thruster muscle-up	false
20120319	five rounds for time of: turkish get-up, 45 pound barbell, 21 reps run 400 meters	false
20120318	three rounds for time of: row 500 meters 20 ghd sit-ups 15 foot rope climb, 2 ascents	false
20120317	rest day	false
20120316	"""lynne""five rounds for max reps of: body weight bench press pull-ups"	true
20120315	crossfit games open 12.4complete as many rounds and reps as possible in 12 minutes of: 150 wall ball shots, 20 pound ball 90 double-unders 30 muscle-upsfor a downloadable pdf of the workout, click here.crossfit games open 12.4 workout instructions - video [wmv] [mov] [hd mov]	false
20120314	"""jerry""for time: run 1 mile row 2k run 1 mile"	true
20120313	rest day	false
20120312	"""j.t.""21-15-9 reps of: handstand push-ups ring dips push-ups"	true
20120311	"""michael""three rounds for time of: run 800 meters 50 back extensions 50 sit-ups"	true
20120310	"""dt""five rounds for time of: 155 pound deadlift, 12 reps 155 pound hang power clean, 9 reps 155 pound push jerk, 6 reps"	true
20120309	rest day	false
20120308	"crossfit games open 12.3complete as many rounds and reps as possible in 18 minutes of: 15 box jumps, 24"" box  115 pound push press, 12 reps  9 toes-to-barfor a downloadable pdf of the workout, click here.crossfit games open 12.3 workout instructions - video [wmv] [mov] [hd mov]"	false
20120307	five rounds for time of: 35 pound dumbbell squat clean thruster, 7 reps 10 pull-ups	false
20120306	"""klepto""4 rounds for time of: 27 box jumps, 24"" box 20 burpees 11 squat cleans, 145 pounds"	true
20120305	rest day	false
20120304	complete as many rounds as possible in 10 minutes of: 185 pound clean and jerk, 2 reps 15 foot rope climb, 1 ascent	false
20120303	back squat 5-5-5-5-5 reps	false
20120302	crossfit games open 12.2proceed through the sequence below completing as many reps as possible in 10 minutes of: 75 pound snatch, 30 reps 135 pound snatch, 30 reps 165 pound snatch, 30 reps 210 pound snatch, as many reps as possiblefor a downloadable pdf of the workout, click here.crossfit games open 12.2 workout instructions and demo - video [wmv] [mov] [hd mov]	false
20120301	rest day	false
20120430	rest day	false
20120429	"""manion""seven rounds for time of: run 400 meters 135 pound back squat, 29 reps"	true
20120428	2012 crossfit games regional: individual event 2for time: row 2000 meters 50 one-legged squats, alternating 225 pound hang clean, 30 reps	false
20120427	"2012 crossfit games regional: individual event 1""diane""21-15-9 reps of: 225 pound deadlift handstand push-ups"	false
20120426	rest day	false
20120425	"""j.j.""for time: 185 pound squat clean, 1 rep 10 parallette handstand push-ups 185 pound squat clean, 2 reps 9 parallette handstand push-ups 185 pound squat clean, 3 reps 8 parallette handstand push-ups 185 pound squat clean, 4 reps 7 parallette handstand push-ups 185 pound squat clean, 5 reps 6 parallette handstand push-ups 185 pound squat clean, 6 reps 5 parallette handstand push-ups 185 pound squat clean, 7 reps 4 parallette handstand push-ups 185 pound squat clean, 8 reps 3 parallette handstand push-ups 185 pound squat clean, 9 reps 2 parallette handstand push-ups 185 pound squat clean, 10 reps 1 parallette handstand push-up"	true
20120424	bench press 3-3-3-3-3 reps.	false
20120423	eight rounds for max reps of: muscle-ups, 20 seconds rest 10 seconds 135 pound clean and jerk, 20 seconds rest 10 seconds	false
20120422	rest day	false
20120421	back squat 2-2-2-2-2-2-2-2-2-2 reps	false
20120420	complete as many rounds as possible in 12 minutes of: 15 foot rope climb, 1 ascent 15 push-ups	false
20120419	for time: run 400 meters 95 pound thruster, 21 reps 21 pull-ups run 300 meters 95 pound thruster, 15 reps 15 pull-ups run 200 meters 95 pound thruster, 9 reps 9 pull-ups	false
20120418	rest day	false
20120417	deadlift 1-1-1-1-1-1-1 reps	false
20120416	for time: run 800 meters 10 rounds of the couplet: handstand push-up, 10 reps one legged squat, 10 reps run 800 meters	false
20120415	10-9-8-7-6-5-4-3-2-1 reps of the triplet:chest-to-bar pull-up box jump, 30 inch box ghd sit-up	false
20120414	rest day	false
20120413	snatch 1-1-1-1-1-1-1 reps	false
20120412	five rounds for time of: handstand walk 25 yards 50 squats	false
20120411	for time: run 800 meters 10 rounds of the couplet: pull-up, 10 reps ring dip, 10 reps run 800 meters	false
20120410	rest day	false
20120409	clean and jerk 1-1-1-1-1-1-1 reps	false
20120408	run 5k	false
20120407	"""pheezy""three rounds for time of: 165 pound front squat, 5 reps  18 pull-ups 225 pound deadlift, 5 reps 18 toes-to-bar 165 pound push jerk, 5 reps 18 hand-release push-ups"	true
20120406	rest day	false
20120405	for time: run 800 meters 10 rounds of the couplet: knees to elbows, 10 reps hug-a-twinky, 10 reps run 800 meters	false
20120404	155 pound squat clean and jerk, 30 repsthe barbell goes from ground to overhead, passing through a front squat in which the crease of the hip passes below the height of the kneecap. the finish position is with the arms, hips and knees fully extended, arms overhead, with at least a portion of the ear visible in front of the arm. dropping the barbell is acceptable.	false
20120403	five rounds for time of: 45 pound barbell overhead walking lunges, 50 feet 21 burpeeslet trailing knee gently kiss the ground on each lunge.	false
20120402	rest day	false
20120401	five rounds for time of: underwater swim 25 yards 50 squats	false
20120531	"""crossfit total""back squat, 1 rep shoulder press, 1 rep deadlift, 1 rep"	true
20120530	run 10 k	false
20120529	21-15-9 reps for time of: 95 pound front squat burpee pull-up	false
20120528	rest day	false
20120527	five rounds for time of: 15 foot l-rope climb, 1 ascent 5 parallette handstand push-ups 45 pound barbell one-legged overhead squat, 10 repsfor the rope climb, begin seated on the ground. for the handstand push-ups, the ears should dip below hand level. for the one-legged squats, alternate legs.	false
20120526	clean 3-3-3-3-3-3-3 reps	false
20120525	five rounds for time of: 75 pound push press, 25 reps 50 double-unders	false
20120524	rest day	false
20120523	complete as many rounds as possible in 20 minutes of: 5 chest to bar pull-ups 5 ring dips 15 squats	false
20120522	"""helen""three rounds for time: run 400 meters 1 1/2 pood kettlebell x 21 swings (or 55 pound dumbbell swing) 12 pull-ups"	true
